1.922042733535974435e+00,-3.244954797519048473e+00,5.765959004530070160e+03
-1.238820965345775349e+00,8.643898750565419675e-01,-1.252818697780534940e+01
8.159404646071588552e-01,2.524207395666261178e+00,-1.637827726776059535e+03
2.394466571595112114e+00,-3.241271598914848617e+00,5.739699975537419050e+03
2.522442590591271738e-01,4.341952208325198015e+00,-2.468986173010562561e+04
-1.163967174711260100e-01,4.476522252344036445e+00,-2.876156817898950612e+04
1.213171852989985311e+00,-4.199333531920101947e-01,4.435688976566033226e+00
-1.147084116251976704e+00,-3.456667721114591529e+00,7.892286662858380623e+03
5.994704983154104383e-01,-4.749098109003277557e+00,3.865280359027109807e+04
2.212293150452347312e+00,-9.672965476357919812e-01,2.856651698233696735e+01
-4.960014304397046825e-01,5.174858861689459744e-01,-2.465912571171531731e+00
1.363145983832754204e+00,-4.886563776675227899e+00,4.458376861268011999e+04
4.052955932094493008e-02,3.086247522495876083e+00,-4.479477418849991409e+03
8.841032467711196219e-01,-1.181526790708089525e+00,3.992127001911374862e+01
1.409898902879282101e+00,-3.321915092739562425e+00,6.477350529015414395e+03
2.655903728996416469e+00,1.524714405982301457e+00,-1.108200999140118768e+02
3.498603818627987749e-01,4.793349932450928108e+00,-4.048541296047210926e+04
5.134886080498834993e-01,1.053478863130274945e+00,-2.058695274310616341e+01
2.805064328327354417e+00,2.491079583816658172e+00,-1.511365517743753117e+03
2.362679661412424359e+00,4.393068439620801513e+00,-2.616260279333362996e+04
5.668446419646304690e-01,3.449134915753512942e+00,-7.808450105017112946e+03
1.277118482504495667e+00,4.938057337637339117e+00,-4.697348032177575806e+04
1.173462029480518254e+00,2.845867741773503212e+00,-2.983163174257925220e+03
6.952605522472401489e-01,-4.381564564537043793e+00,2.583935908785346328e+04
1.764370869371321149e+00,-4.474237192440565281e+00,2.869626445793908715e+04
-1.198235932589062802e+00,9.197117158059686659e-01,-1.514394450766866207e+01
1.614148362677203963e+00,3.666615420033863870e+00,-1.059634903324252264e+04
-1.721984602188975089e-01,-2.948773329091546103e+00,3.567450820652574293e+03
-4.807435953207406243e-02,-2.289448900518270769e+00,1.007280848709426209e+03
2.707153693640245606e+00,-2.733157789489000233e+00,2.462354361799618800e+03
2.239148676571175223e+00,2.136921682503441389e+00,-6.998923528821585478e+02
-9.518236316825661181e-01,-9.380651137215263446e-01,9.583388055776399739e+00
-1.106524267634432235e-01,-2.210471306301916350e+00,8.451530013175960221e+02
2.136961864056963201e+00,2.641737212849044170e+00,-2.046879059748828240e+03
1.977649473513802381e+00,2.536522314626613372e+00,-1.670329387112029963e+03
-1.768550179454632554e+00,4.719171011289425621e+00,-3.745710312006666209e+04
9.787548723595964617e-01,-1.679118545781922656e+00,2.172208486373658900e+02
1.800610783468482801e+00,3.774064087534302558e+00,-1.224200483112051552e+04
-9.598732815480293112e-02,-9.651065081333607409e-01,1.368511121167245292e+01
-9.188626048996062501e-01,1.889093744045658774e+00,-3.881996169272137536e+02
9.223956113929565603e-02,1.429071233300057919e+00,-9.612796854181563333e+01
1.821084537053771157e+00,4.256943425663084923e+00,-2.235761977548108916e+04
9.305306240285138308e-01,-4.239617230355019473e-02,2.344701455656635236e+00
5.676176325315447357e-01,3.357438935416013237e+00,-6.824071997926171207e+03
-6.721639748983307960e-01,-1.090519873412028051e+00,2.371623705599536436e+01
-2.662616098694003952e-02,-1.163435700294010999e-01,-3.940191868287235555e-01
